RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000161,Deputy Mayor for Health and Human Services,"Health and Human Services, Deputy Mayor for",Active,Mayoral Office,,,,DMHHS,,002,,2022.0,Suzanne Miles-Gustave,Deputy Mayor for Health and Human Services,,,,,Office of the Deputy Mayor for Health and Human Services,,Deputy Mayor for Health and Human Services (DMHHS),Deputy Mayor for Health and Human Services,,,,Mayor's Office - Deputy Mayor for Health and Human Services,Deputy Mayor of Health & Human Services,True,True,Suzanne Miles-Gustave,Suzanne,,Miles-Gustave,,TRUE,First Deputy Mayor,
NYC_GOID_000162,Deputy Mayor of Housing Economic and Workforce Development,"Housing, Economic Development and Workforce, Deputy Mayor for",Active,Mayoral Office,,,,DMEWD,,002,,2021.0,Adolfo Carrión Jr.,Deputy Mayor for Economic and Workforce Development,,,,,Office of the Deputy Mayor for Economic and Workforce Development,,Deputy Mayor for Economic and Workforce Development (DMEWD),Deputy Mayor for Economic and Workforce Development,,,,Mayor's Office - Deputy Mayor for Economic and Workforce Development,Deputy Mayor of Housing Economic & Workforce Development,True,False,Adolfo Carrión Jr.,Adolfo,,Carrión,Jr.,TRUE,First Deputy Mayor,
NYC_GOID_000163,Deputy Mayor for Operations,"Operations, Deputy Mayor for",Active,Mayoral Office,,,,DMOPS,,002,,1977.0,Jeffrey D. Roth,Deputy Mayor for Operations,,,,,Office of the Deputy Mayor for Operations,,Deputy Mayor for Operations (DMOPS),Deputy Mayor for Operations,,,,Mayor's Office - Deputy Mayor for Operations,Deputy Mayor of Operations,True,True,Jeffrey D. Roth,Jeffrey,D.,Roth,,TRUE,First Deputy Mayor,
NYC_GOID_000164,Deputy Mayor for Public Safety,"Public Safety, Deputy Mayor for",Active,Mayoral Office,,,,DMPS,,002,,1990.0,Kaz Daughtry,Deputy Mayor for Public Safety,,,,,Office of the Deputy Mayor for Public Safety,,Deputy Mayor for Public Safety (DMPS),Deputy Mayor for Public Safety,Deputy Mayor for Public Safety,,,Mayor's Office - Deputy Mayor for Public Safety,Deputy Mayor of Public Safety,True,True,Kaz Daughtry,Kaz,,Daughtry,,TRUE,Mayor,
NYC_GOID_000165,Deputy Mayor for Strategic Initiatives,"Strategic Initiatives, Deputy Mayor for",Active,Mayoral Office,,,,DMSI,,002,,2014.0,Ana Almanzar,Deputy Mayor for Strategic Initiatives,,,,,Office of the Deputy Mayor for Strategic Initiatives,,Deputy Mayor for Strategic Initiatives (DMSI),Deputy Mayor for Strategic Initiatives,,,,Mayor's Office - Deputy Mayor for Strategic Intitiatives,Deputy Mayor of Strategic Initiatives,True,True,Ana Almanzar,Ana,,Almanzar,,TRUE,First Deputy Mayor,
NYC_GOID_000166,Deputy Mayor for Communications,"Communications, Deputy Mayor for",Active,Mayoral Office,,,,,,002,,2023,Fabien Levy,Deputy Mayor for Communications,,,,,,,,,,,,Mayor's Office - Deputy Mayor for Communications,Director of Communications,True,True,Fabien Levy,Fabien,,Levy,,TRUE,Mayor,
NYC_GOID_000167,Disconnected Youth Task Force,Disconnected Youth Task Force,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/youthemployment/initiatives/disconnected-youth-task-force.page,,,,,,,,,,,,,,,,,,,,,Disconnected Youth Task Force,False,False,,,,,,,,
NYC_GOID_000168,Bronx District Attorney's Office,"District Attorney's Office, Bronx",Active,Elected Office,,https://www.bronxda.nyc.gov/,Bronx County District Attorney's Office,,,,,,Darcel D. Clark,District Attorney,https://www.bronxda.nyc.gov/html/contact/contact.shtml,,District Attorney's Office,,,,,,,,,District Attorney- Bronx County,District Attorney - Bronx County,True,True,Darcel D. Clark,Darcel,D.,Clark,,TRUE,,
NYC_GOID_000169,Brooklyn District Attorney's Office,"District Attorney's Office, Brooklyn",Active,Elected Office,,http://www.brooklynda.org/,Kings County District Attorney's Office,,,,,,Eric Gonzalez,District Attorney,http://brooklynda.org/das-action-center/,,District Attorney's Office,,,,,,,,,District Attorney- Kings County (Brooklyn),District Attorney - Kings County (Brooklyn),True,True,Eric Gonzalez,Eric,,Gonzalez,,TRUE,,
NYC_GOID_000170,Manhattan District Attorney's Office,"District Attorney's Office, Manhattan",Active,Elected Office,,https://manhattanda.org/,New York County District Attorney's Office,,,,,,Alvin Bragg Jr.,District Attorney,https://manhattanda.org/contact-us/,,District Attorney's Office,,,,,,,,,District Attorney- New York County (Manhattan),District Attorney - New York County (Manhattan),True,True,Alvin Bragg Jr.,Alvin,,Bragg,Jr.,TRUE,,
NYC_GOID_000171,Queens District Attorney's Office,"District Attorney's Office, Queens",Active,Elected Office,,https://queensda.org/,Queens County District Attorney's Office,,,,,,Melinda Katz,District Attorney,https://queensda.org/contact-us/,,District Attorney's Office,,,,,,,,,District Attorney- Queens County,District Attorney - Queens County,True,True,Melinda Katz,Melinda,,Katz,,TRUE,,
NYC_GOID_000172,Staten Island District Attorney's Office,"District Attorney's Office, Staten Island",Active,Elected Office,,https://www.statenislandda.org/,Richmond County District Attorney's Office,,,,,,Michael E. McMahon,District Attorney,https://www.statenislandda.org/contact/,,District Attorney's Office,,,,,,,,,District Attorney- Richmond County (Staten Island),District Attorney - Richmond County (Staten Island),True,True,Michael E. McMahon,Michael,E.,McMahon,,TRUE,,
NYC_GOID_000174,Domestic Violence Fatality Review Committee,Domestic Violence Fatality Review Committee,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/ocdv/press-resources/fatality-review-committee.page,,,,,,,,,,,,,,,,,,,,,Domestic Violence Fatality Review Committee,True,False,,,,,,,,
NYC_GOID_000175,Downtown Brooklyn Partnership,Downtown Brooklyn Partnership,Active,Nonprofit Organization,,https://www.downtownbrooklyn.com/,,DBP,,,,2004.0,Regina Myer,President,,,,,,,Downtown Brooklyn Partnership (DBP),,,,,,,False,False,Regina Myer,Regina,,Myer,,,,
NYC_GOID_000176,Drug Strategy Advisory Council,Drug Strategy Advisory Council,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Drug Strategy Advisory Council,False,False,,,,,,,,
NYC_GOID_000177,Economic Development Corporation,Economic Development Corporation,Active,Public Benefit or Development Organization,"The New York City Economic Development Corporation (NYCEDC), a nonprofit organization operating under contract with the City of New York, is the City's primary vehicle for economic development services. NYCEDC serves as a catalyst for public and private initiatives that promote the City's long-term vitality. Through affordable financing, tax exemptions and low-cost energy programs, NYCEDC helps City businesses gain the competitive edge they need to meet their short- and long-term goals.",https://edc.nyc/,,NYCEDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Economic+Development+Corporation+%28EDC%29,1991.0,Andrew Kimball,President and CEO,https://edc.nyc/contact-us,,,Economic Development Corporation (NYCEDC),Economic Development Corporation (NYCEDC),Economic Development Corporation (EDC),Economic Development Corporation (EDC),,Economic Development Corporation,"Economic Development Corporation, NYC",,Economic Development Corporation (NYCEDC),Economic Development Corporation,True,True,Andrew Kimball,Andrew,,Kimball,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000179,Economic Development Corporation Life Sciences Advisory Council,Economic Development Corporation Life Sciences Advisory Council,Active,Advisory or Regulatory Organization,,https://edc.nyc/advisory-council,,,,,,,,,,,,,,,,,,,,,Economic Development Corporation Life Sciences Advisory Council,False,False,,,,,,,,
NYC_GOID_000180,Economic Development Corporation Real Estate Life Sciences Advisory Board,Economic Development Corporation Real Estate Life Sciences Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Economic Development Corporation Real Estate Life Sciences Advisory Board,False,False,,,,,,,,
NYC_GOID_000181,Educational Construction Fund,Educational Construction Fund,Active,Public Benefit or Development Organization,,https://infohub.nyced.org/reports/financial/educational-construction-fund,,,,,,1966.0,,Chief Executive Officer,,,,,,,,,Educational Construction Fund,Educational Construction Fund,,,Educational Construction Fund,True,False,Jennifer Maldonado,Jennifer,,Maldonado,,,,
NYC_GOID_000182,Environmental Control Board,Environmental Control Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/oath/hearings/about-ecb.page,,ECB,,,,2008.0,,Chairperson (Commissioner & Chief Administrative Law Judge),,,,,,,Environmental Control Board (ECB),,,,,,Environmental Control Board,True,False,Asim Rehman,Asim,,Rehman,,,,
NYC_GOID_000183,Environmental Justice Advisory Board,Environmental Justice Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/sustainability/our-programs/environmental-justice.page,,,,,,,,Chair,,,,,,,,,,,,,Environmental Justice Advisory Board,True,False,Peggy Shepard,Peggy,,Shepard,,,,
NYC_GOID_000184,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force","Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",False,False,,,,,,,,
NYC_GOID_000185,Equal Employment Practices Commission,Equal Employment Practices Commission,Active,Advisory or Regulatory Organization,"This Commission is an independent City agency composed of a Chair and four other members, all appointed for staggered four year terms. The Commission is responsible for monitoring the equal employment programs, practices, policies, and procedures of all local government agencies that are funded in whole or in part by the City, or have a majority of board members who are appointed by the Mayor, or serve by virtue of being City officers.",https://www.nyc.gov/site/eepc/index.page,Equal Employment Opportunity,EEPC,,133,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Equal+Employment+Practices+Commission+%28EEPC%29,1989.0,Jeanne M. Victor,Executive Director,https://www.nyc.gov/site/eepc/about/email-the-executive-director.page,,,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,True,True,Jeanne M. Victor,Jeanne,M.,Victor,,TRUE,Mayor,
NYC_GOID_000186,Fair Recovery Task Force,Fair Recovery Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Fair Recovery Task Force,False,False,,,,,,,,
NYC_GOID_000190,Financial Information Services Agency,Financial Information Services Agency,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,,,,,,1982.0,,Executive Director,,,,,,,,,Financial Information Services Agency,Financial Information Services Agency,Financial Information Services Agency,,Financial Information Services Agency,True,True,Neil Matthew,Neil,,Matthew,,TRUE,Office of the Mayor;Office of the New York City Comptroller,
NYC_GOID_000191,Fire Department of the City of New York,Fire Department of the City of New York,Active,Mayoral Agency,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",https://www.nyc.gov/site/fdny/index.page,Fire Department,FDNY,,057,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Fire+Department+of+New+York+City+%28FDNY%29,1865.0,Robert Tucker,Commissioner,https://www.nyc.gov/site/fdny/about/overview/leadership/email-the-commissioner.page,,,"Fire Department, New York City (FDNY)","Fire Department, New York City (FDNY)",Fire Department of New York City (FDNY),New York City Fire Department (FDNY),Fire Department,Fire Department,Fire Department,Fire Department,"Fire Department, New York City (FDNY)",Fire Department,True,True,Robert Tucker,Robert,,Tucker,,TRUE,Deputy Mayor for Public Safety,
