RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart
NYC_GOID_000184,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force","Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",FALSE,FALSE
NYC_GOID_000185,Equal Employment Practices Commission,Equal Employment Practices Commission,Active,Advisory or Regulatory Organization,"This Commission is an independent City agency composed of a Chair and four other members, all appointed for staggered four year terms. The Commission is responsible for monitoring the equal employment programs, practices, policies, and procedures of all local government agencies that are funded in whole or in part by the City, or have a majority of board members who are appointed by the Mayor, or serve by virtue of being City officers.",https://www.nyc.gov/site/eepc/index.page,Equal Employment Opportunity,EEPC,,133,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Equal+Employment+Practices+Commission+%28EEPC%29,1989,Jeanne M. Victor,Executive Director,https://www.nyc.gov/site/eepc/about/email-the-executive-director.page,,,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission,Equal Employment Practices Commission (EEPC),Equal Employment Practices Commission,TRUE,TRUE
NYC_GOID_000186,Fair Recovery Task Force,Fair Recovery Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Fair Recovery Task Force,FALSE,FALSE
NYC_GOID_000190,Financial Information Services Agency,Financial Information Services Agency,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,,,,,,1982,,,,,,,,,,,Financial Information Services Agency,Financial Information Services Agency,Financial Information Services Agency,,Financial Information Services Agency,TRUE,TRUE
NYC_GOID_000191,Fire Department,Fire Department,Active,Mayoral Agency,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",https://www.nyc.gov/site/fdny/index.page,,FDNY,,57,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Fire+Department+of+New+York+City+%28FDNY%29,1865,Robert Tucker,Commissioner,https://www.nyc.gov/site/fdny/about/overview/leadership/email-the-commissioner.page,,,"Fire Department, New York City (FDNY)","Fire Department, New York City (FDNY)",Fire Department of New York City (FDNY),New York City Fire Department (FDNY),Fire Department,Fire Department,Fire Department,Fire Department,"Fire Department, New York City (FDNY)",Fire Department,TRUE,TRUE
NYC_GOID_000192,Fire Department Pension Fund and Related Funds,Fire Department Pension Fund and Related Funds,Active,Pension Fund,,,,,,,,1966,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000193,First Deputy Mayor,First Deputy Mayor,Active,Mayoral Office,,,,FDM,,,,1935,Randy Mastro,First Deputy Mayor,,,,,Office of the First Deputy Mayor,,,First Deputy Mayor,,,,Mayor's Office - First Deputy Mayor,First Deputy Mayor,TRUE,TRUE
NYC_GOID_000194,Flushing Meadows Corona Park Alliance,Flushing Meadows Corona Park Alliance,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Flushing Meadows Corona Park Alliance,FALSE,FALSE
NYC_GOID_000195,Food Service Establishment Advisory Board,Food Service Establishment Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Food Service Establishment Advisory Board,FALSE,FALSE
NYC_GOID_000196,Forest Park Trust,Forest Park Trust,Active,Nonprofit Organization,,https://forestparktrust.org/about-us,,,,,,,,,,,,,,,,,,,,,Forest Park Trust,FALSE,FALSE
NYC_GOID_000197,Franchise and Concession Review Committee,Franchise and Concession Review Committee,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/mocs/reporting/about-franchises-concessions.page,,,,,,1989,,,,,,,,,,,,,,,Franchise and Concession Review Committee,TRUE,FALSE
NYC_GOID_000198,Fund for Public Schools,Fund for Public Schools,Active,Nonprofit Organization,,https://www.fundforpublicschools.org/mission,,,,,,,,,,,,,,,,,,,,,Fund for Public Schools,FALSE,FALSE
NYC_GOID_000199,Future Workers Task Force,Future Workers Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Future Workers Task Force,FALSE,FALSE
NYC_GOID_000200,Gender and Racial Equity Advisory Board,Gender and Racial Equity Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Gender and Racial Equity Advisory Board,FALSE,FALSE
NYC_GOID_000201,Get Stuff Built Advisory Board,Get Stuff Built Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Get Stuff Built Advisory Board,FALSE,FALSE
NYC_GOID_000202,Gracie Mansion Conservancy,Gracie Mansion Conservancy,Active,Nonprofit Organization,,https://www.graciemansion.org/,,,,,,1799,Melissa Gonzalez,,,,,,,,,Gracie Mansion,Gracie Mansion,,,,Gracie Mansion Conservancy,FALSE,TRUE
NYC_GOID_000203,Gracie Mansion Conversancy Advisory Committee,Gracie Mansion Conversancy Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Gracie Mansion Conversancy Advisory Committee,FALSE,FALSE
NYC_GOID_000204,Grand Central Partnership,Grand Central Partnership,Active,Nonprofit Organization,,https://www.grandcentralpartnership.nyc/,,,,,,1985,,,,,,,,,Grand Central Partnership,,,,,,,FALSE,FALSE
NYC_GOID_000205,Green Economy Advisory Council,Green Economy Advisory Council,Active,Advisory or Regulatory Organization,,https://edc.nyc/sites/default/files/2024-03/NYCEDC-Green-Economy-Action-Plan-03-22-2024.pdf,,,,,,,,,,,,,,,,,,,,,Green Economy Advisory Council,TRUE,FALSE
NYC_GOID_000206,Greenbelt Conservancy,Greenbelt Conservancy,Active,Nonprofit Organization,,https://sigreenbelt.org/about-us/,,,,,,,,,,,,,,,,,,,,,Greenbelt Conservancy,FALSE,FALSE
NYC_GOID_000208,GrowNYC,GrowNYC,Active,Nonprofit Organization,,https://www.grownyc.org/,,,,,,1970,,,,,,,,,,,,GrowNYC,,,GrowNYC (previously Council on the Environment),FALSE,FALSE
NYC_GOID_000209,Handschu Committee,Handschu Committee,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Handschu Committee,FALSE,FALSE
NYC_GOID_000210,Hardship Appeals Panel,Hardship Appeals Panel,Active,Advisory or Regulatory Organization,,,,,,,,1989,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000212,Health and Hospitals Corporation Personnel Review Board,Health and Hospitals Corporation Personnel Review Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Health and Hospitals Corporation Personnel Review Board,FALSE,FALSE
NYC_GOID_000213,HIV Planning Council,HIV Planning Council,Active,Advisory or Regulatory Organization,,https://nyhiv.org/,,,,,,,,,,,,,,,,,,,,,HIV Planning Council,TRUE,FALSE
NYC_GOID_000214,HIV/AIDS Services Advisory Board,HIV/AIDS Services Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/hra/help/hiv-aids-services.page,,,,,,,,,,,,,,,,,,,,,HIV/AIDS Services Advisory Board,TRUE,FALSE
NYC_GOID_000215,Housing Development Corporation,Housing Development Corporation,Active,Public Benefit or Development Organization,"The New York City Housing Development Corporation (HDC) seeks to increase the supply of multi-family housing, stimulate economic growth and revitalize neighborhoods by financing the creation and preservation of affordable housing for low- , moderate- , and middle-income New Yorkers.",https://www.nychdc.com/,,NYC HDC,,,,1971,Eric Enderlin,President,https://www.nychdc.com/contact,,,Housing Development Corporation (NYC HDC),Housing Development Corporation (NYC HDC),,Housing Development Corporation (HDC),,Housing Development Corporation,"Housing Development Corporation, NYC",,Hosing Development Corporation (NYC HDC),Housing Development Corporation,TRUE,TRUE
NYC_GOID_000216,Housing Preservation and Development,"Housing Preservation and Development, Department of",Active,Mayoral Agency,"Using a variety of preservation, development, and enforcement strategies, the Department of Housing Preservation and Development (HPD) strives to improve the availability, affordability, and quality of housing in New York City. As the nation's largest municipal housing agency, HPD works with private, public, and community partners to strengthen neighborhoods and enable more New Yorkers to become homeowners or to rent well-maintained, affordable housing.",https://www.nyc.gov/site/hpd/index.page,Department of Housing Preservation and Development,HPD,,806,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Housing+Preservation+and+Development+%28HPD%29,1978,Ahmed Tigani,Acting Commissioner,https://www.nyc.gov/site/hpd/contact/email-the-commissioner.page,,,"Housing Preservation and Development, Department of  (HPD)","Housing Preservation and Development, Department of  (HPD)",Department of Housing Preservation and Development (HPD),Department of Housing Preservation and Development (HPD),Department of Housing Preservation and Development,Department of Housing Preservation and Development,Housing Preservation & Development,Housing Preservation and Development,"Housing Preservation and Development, Department of (HPD)",Housing Preservation & Development,TRUE,TRUE
NYC_GOID_000217,Mayor's Office of Housing Recovery Operations,"Housing Recovery Operations, Mayor’s Office of ",Active,Mayoral Office,"The Mayor's Office of Housing Recovery Operations (HRO), was created to assist homeowners, landlords, renters, and tenants affected by Hurricane Sandy within the five boroughs. The program offers multiple pathways of assistance, including: property rehabilitation or reconstruction, reimbursement for repair work already carried out, and acquisition of homes. The primary goal of the program is to make Sandy-affected New Yorkers and communities safer and more resilient.",https://www.nyc.gov/site/recovery/index.page,,HRO,,2,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Housing+Recovery+Operations+%28HRO%29,2012,Rudy S. Giuliani,Executive Director,https://www.nyc.gov/site/housingrecovery/about/contacts.page,,,Housing Recovery Operations (HRO),Housing Recovery Operations (HRO),Mayor's Office of Housing Recovery Operations (HRO),Mayor's Office of Housing Recovery Operations (HRO),Mayor's Office of Housing Recovery Operations,Housing Recovery Operations,,,Housing Recovery Operations (HRO),Housing Recovery Office,TRUE,TRUE
NYC_GOID_000218,Hudson River Park Trust,Hudson River Park Trust,Active,Nonprofit Organization,,https://hudsonriverpark.org/about-us/hudson-river-park-trust/,,,,,,,,,,,,,,,,,,,,,Hudson River Park Trust,FALSE,FALSE
NYC_GOID_000219,Hudson River Valley Greenway Communities Council,Hudson River Valley Greenway Communities Council,Active,Advisory or Regulatory Organization,,https://hudsongreenway.ny.gov/,,,,,,,,,,,,,,,,,,,,,Hudson River Valley Greenway Communities Council,FALSE,FALSE
NYC_GOID_000220,Hudson Yards Infrastructure Corporation,Hudson Yards Infrastructure Corporation,Active,Public Benefit or Development Organization,"The Hudson Yards Infrastructure Corporation is a local development corporation created in 2005 by the City of New York to finance certain property acquisition and infrastructure work, including the extension of the No. 7 subway line, as part of the development of the Hudson Yards Financing District.",https://www.nyc.gov/site/hyic/index.page,,,,,,2005,David Womack,President,https://www.nyc.gov/site/hyic/about/contact-the-hyic.page,,,Hudson Yards Infrastructure Corporation,Hudson Yards Infrastructure Corporation,,,,,,,Hudson Yards Infastructure Corporation,Hudson Yards Infrastructure Corporation,TRUE,FALSE
